HITId WorkerId  src trg item  hit work-seconds  accept  submit  approval
36D1BWBEHN18ZR55SUIUAUGYJ1ZM2R M0794 zh en ad 336 1744.0 "Tue Oct 04 16:37:09 2022" "Tue Oct 04 17:06:13 2022" Submitted
30U1YOGZGAWY0WGQ9GYXIM688H6DS3 M1188 zh en ad 338 4508.0 "Tue Oct 04 11:13:09 2022" "Tue Oct 04 12:28:17 2022" Submitted
3Q2T3FD0ON8XK91OWUWZT4LQPFZM32 M0948 zh en ad 340 1707.0 "Tue Oct 04 13:59:34 2022" "Tue Oct 04 14:28:01 2022" Submitted
3LVTFB9DE5IPZ0B4J2A0T7U43L1GQR M0862 zh en ad 343 5978.0 "Tue Oct 04 11:12:58 2022" "Tue Oct 04 12:52:36 2022" Submitted
3W9XHF7WGKV7T2ZFQXPAW4XKU9HTKL M0858 zh en ad 351 1731.0 "Tue Oct 04 11:13:01 2022" "Tue Oct 04 11:41:52 2022" Submitted
3NKW03WTLM7LWM14Y7EIFAGSX9RQW0 M0646 zh en ad 353 1931.0 "Tue Oct 04 11:13:11 2022" "Tue Oct 04 11:45:22 2022" Submitted
373L46LKP76DFZ3AE3B6UYABW7QJK6 M0484 zh en ad 354 4496.0 "Tue Oct 04 13:10:42 2022" "Tue Oct 04 14:25:38 2022" Submitted
3WPCIUYH1A8ZFWT5YG3NSR2UA0KDTS M0584 zh en ad 355 1720.0 "Tue Oct 04 12:13:16 2022" "Tue Oct 04 12:41:56 2022" Submitted
3FULMHZ7OUXI25KSW81I39DW3FVM4N M0421 zh en ad 357 4989.0 "Tue Oct 04 20:55:43 2022" "Tue Oct 04 22:18:52 2022" Submitted
3R0WOCG21M9EF98UYLTXXNOWTERDUJ M0754 zh en ad 358 2031.0 "Tue Oct 04 13:15:11 2022" "Tue Oct 04 13:49:02 2022" Submitted
32K26U12DNOESOXU3B32T9QF7L0DV8 M0152 zh en ad 361 6969.0 "Tue Oct 04 11:12:50 2022" "Tue Oct 04 13:08:59 2022" Submitted
3R6RZGK0XFCHQZSLZ7QG6U0GP96VYY M1188 zh en ad 364 5645.0 "Tue Oct 04 11:13:11 2022" "Tue Oct 04 12:47:16 2022" Submitted
37M4O367VJI0YOOSADKS81JA3BQM5S M0686 zh en ad 365 1265.0 "Tue Oct 04 12:13:16 2022" "Tue Oct 04 12:34:21 2022" Submitted
31S7M7DAGGQID8HXBX1BB4AZJ9MTLO M0062 zh en ad 371 5113.0 "Tue Oct 04 11:13:09 2022" "Tue Oct 04 12:38:22 2022" Submitted
3ZVPAMTJWN3PB1Q4WHZ0YX49Z73GRS M1375 zh en ad 373 634.0 "Tue Oct 04 13:02:10 2022" "Tue Oct 04 13:12:44 2022" Submitted
3CMV9YRYP31OZ5LSZ3N79YNQL7VJL9 M0700 zh en ad 377 1558.0 "Tue Oct 04 11:12:48 2022" "Tue Oct 04 11:38:46 2022" Submitted
39RRBHZ0AU1HVP2QVTSZK19IV3AVZP M0013 zh en ad 378 2050.0 "Tue Oct 04 11:22:32 2022" "Tue Oct 04 11:56:42 2022" Submitted
3JGHED38EDRFF9RPH9N00GKD3RZY79 M1246 zh en ad 379 6442.0 "Tue Oct 04 11:22:32 2022" "Tue Oct 04 13:09:54 2022" Submitted
3T2EL38U0MK0LM6U8CA4HTUZ6BXQXT M1272 zh en ad 380 5918.0 "Tue Oct 04 17:18:36 2022" "Tue Oct 04 18:57:14 2022" Submitted
3Z56AA6EK40WHSO6FWUX07XAZ61M68 M0357 zh en ad 381 7041.0 "Tue Oct 04 14:45:20 2022" "Tue Oct 04 16:42:41 2022" Submitted
3MQKOF1EE2OR7DXZTL8YFB9TEU2DWI M0013 zh en ad 383 5386.0 "Tue Oct 04 12:13:16 2022" "Tue Oct 04 13:43:02 2022" Submitted
3ZRKL6Z1E831CGQHB6Z5O795L9MGSG M0700 zh en ad 388 5007.0 "Tue Oct 04 11:13:08 2022" "Tue Oct 04 12:36:35 2022" Submitted
3AFT28WXLF20AF4JUDIZPECK3XBOIJ M0592 zh en ad 390 5663.0 "Tue Oct 04 18:59:26 2022" "Tue Oct 04 20:33:49 2022" Submitted
3BKZLF990ZZPLRW4D8W607188HRQYZ M0580 zh en ad 391 3303.0 "Tue Oct 04 11:12:50 2022" "Tue Oct 04 12:07:53 2022" Submitted
3VW0145YLYC85N3DZFOM9B2FLCLJMB M0153 zh en ad 392 3076.0 "Tue Oct 04 11:13:10 2022" "Tue Oct 04 12:04:26 2022" Submitted
3T5ZXGO9DEOPQH699UYPEEAAEBVQZQ M0170 zh en ad 393 3665.0 "Tue Oct 04 12:13:37 2022" "Tue Oct 04 13:14:42 2022" Submitted
3L2OEKSTW9AJFNW8REF6EGG8EB5Y8W M1035 zh en ad 394 2209.0 "Tue Oct 04 13:59:34 2022" "Tue Oct 04 14:36:23 2022" Submitted
3ZLW647WALV7D5XVMCDFEV7SJAB23K M0521 ru en ad 0 2352.0 "Mon Oct 03 11:59:05 2022" "Mon Oct 03 12:38:17 2022" Submitted
3R868ACW4SCYDSCV6YTDK0688OEZGW M0687 ru en ad 10 540.0 "Mon Oct 03 11:59:09 2022" "Mon Oct 03 12:08:09 2022" Submitted
37G6BXQPLQLRFMFDD7KCT49SQ5FEQ1 M0955 ru en ad 12 1929.0 "Mon Oct 03 11:59:06 2022" "Mon Oct 03 12:31:15 2022" Submitted
3566S7OX5DJIP3GM5KGRMT93W6J71D M0219 ru en ad 13 5930.0 "Mon Oct 03 11:59:06 2022" "Mon Oct 03 13:37:56 2022" Submitted
3HKIF5DF6YXJ71UI20ZE7C4FTLQ9GR M0609 ru en ad 14 3627.0 "Mon Oct 03 12:10:34 2022" "Mon Oct 03 13:11:01 2022" Submitted
3ODOP6T3ASKSV1GZMQIYO0ZYXA7245 M1022 ru en ad 15 4209.0 "Mon Oct 03 11:59:04 2022" "Mon Oct 03 13:09:13 2022" Submitted
3AC6MFV69KICDO76Q4BV50I9NORZHV M1022 ru en ad 17 4410.0 "Mon Oct 03 11:59:05 2022" "Mon Oct 03 13:12:35 2022" Submitted
3URJ6VVYUPN628549OGVVD21YF34OD M1344 ru en ad 20 322.0 "Mon Oct 03 11:59:06 2022" "Mon Oct 03 12:04:28 2022" Submitted
30OITAWPBQ3X7XPTM6HWSCGG8L39HQ M1069 ru en ad 21 1876.0 "Mon Oct 03 11:59:03 2022" "Mon Oct 03 12:30:19 2022" Submitted
3ECKRY5B1QWC9JIQWMTG5CJON16ZIO M0980 ru en ad 27 758.0 "Mon Oct 03 11:59:04 2022" "Mon Oct 03 12:11:42 2022" Submitted
3RQVKZ7ZRKJPEOYIOOG5RCJ8OCX72U M0430 ru en ad 28 1443.0 "Mon Oct 03 11:59:05 2022" "Mon Oct 03 12:23:08 2022" Submitted
3LG268AV386RRNUDQM9CYUJXMRHER2 M0955 ru en ad 33 1113.0 "Mon Oct 03 11:59:05 2022" "Mon Oct 03 12:17:38 2022" Submitted
3EQPA8A374W84U2WE4EGHDYO0GVZJ0 M1359 ru en ad 40 2327.0 "Mon Oct 03 11:59:10 2022" "Mon Oct 03 12:37:57 2022" Submitted
3DFYDSXB2W0RIV8M8HF80LJ9YYHJUW M0690 ru en ad 44 5614.0 "Mon Oct 03 11:59:06 2022" "Mon Oct 03 13:32:40 2022" Submitted
3G57RS03HH5ARKKZ0V18TS5CX6225A M1344 ru en ad 47 451.0 "Mon Oct 03 12:52:06 2022" "Mon Oct 03 12:59:37 2022" Submitted
3MXX6RQ9EV5ON8H5OOTAKD7R8KZ4PU M1024 ru en ad 48 3596.0 "Mon Oct 03 11:59:12 2022" "Mon Oct 03 12:59:08 2022" Submitted
3FVBZG9CLJEFB31GMAY3Z1FN5H9H0M M1059 ru en ad 49 1601.0 "Mon Oct 03 11:59:04 2022" "Mon Oct 03 12:25:45 2022" Submitted
3SBX2M1TKDN9NKIKO18ZKIX1DGL4QL M0857 ru en ad 50 1621.0 "Mon Oct 03 11:59:03 2022" "Mon Oct 03 12:26:04 2022" Submitted
36BTXXLZ2V89ZLXK1GXZP87692N4RM M0666 ru en ad 53 3160.0 "Mon Oct 03 11:59:11 2022" "Mon Oct 03 12:51:51 2022" Submitted
3421H3BM9AHTY3KJA6KH4PWVLD79JV M0419 ru en ad 58 1530.0 "Mon Oct 03 13:59:36 2022" "Mon Oct 03 14:25:06 2022" Submitted
3OZ4VAIBEXFRVAXMD7PDW7LSC5QJVL M1038 ru en ad 59 2411.0 "Mon Oct 03 12:40:59 2022" "Mon Oct 03 13:21:10 2022" Submitted
3EHVO81VN5LFISMYIT23D6YXA9FH1P M0299 ru en ad 62 4236.0 "Mon Oct 03 11:59:05 2022" "Mon Oct 03 13:09:41 2022" Submitted
309D674SHZLPEITAYYHR8REQJT1CBU M1069 ru en ad 63 2350.0 "Mon Oct 03 11:59:12 2022" "Mon Oct 03 12:38:22 2022" Submitted
3I7KR83SNADO9NQ1SRKT54W80279KU M0580 ru en ad 64 4669.0 "Mon Oct 03 12:14:10 2022" "Mon Oct 03 13:31:59 2022" Submitted
3NQUW096N68ZTT8JDRWUK49NP2C9LX M1059 ru en ad 74 2856.0 "Mon Oct 03 11:59:05 2022" "Mon Oct 03 12:46:41 2022" Submitted
3SV8KD29L4S3FE8EWPESISY1F5VZKZ M0857 ru en ad 75 2256.0 "Mon Oct 03 11:59:07 2022" "Mon Oct 03 12:36:43 2022" Submitted
3BFNCI9LYKQEZ6U1SOUAAMO0UQX735 M0955 ru en ad 77 1424.0 "Mon Oct 03 11:59:05 2022" "Mon Oct 03 12:22:49 2022" Submitted
37YYO3NWHDQ8ONLGCYDMJBK81E1CC1 M0948 ru en ad 82 2117.0 "Mon Oct 03 11:59:04 2022" "Mon Oct 03 12:34:21 2022" Submitted
38O9DZ0A62N6AOKD5EBDLYJCT1D26Q M1024 ru en ad 87 1328.0 "Mon Oct 03 11:59:07 2022" "Mon Oct 03 12:21:15 2022" Submitted
301KG0KX9CLM7D4U1X2HIP822FTH26 M1002 ru en ad 89 1026.0 "Mon Oct 03 11:59:04 2022" "Mon Oct 03 12:16:10 2022" Submitted
3LCXHSGDLT63S2UQ5B9HO4OT8T0ESQ M0940 ru en ad 94 386.0 "Mon Oct 03 13:59:25 2022" "Mon Oct 03 14:05:51 2022" Submitted
3H781YYV6TI47275UBE7Y9KFACEETF M1344 ru en ad 95 515.0 "Mon Oct 03 11:59:09 2022" "Mon Oct 03 12:07:44 2022" Submitted
3WJGKMRWVI9ITFRUCU8X3H2QMEDCD1 M0419 ru en ad 105 1871.0 "Mon Oct 03 14:00:06 2022" "Mon Oct 03 14:31:17 2022" Submitted
360ZO6N6J1JJZBQ4D3X9KHOCP729MZ M1347 ru en ad 106 966.0 "Mon Oct 03 11:59:04 2022" "Mon Oct 03 12:15:10 2022" Submitted
3RQVKZ7ZRKJPEOYIOOG5RCJ8OCX27P M0419 ru en ad 108 1011.0 "Mon Oct 03 13:59:25 2022" "Mon Oct 03 14:16:16 2022" Submitted
3CIS7GGG65JJ7FMUUG4H356HTQLEU6 M0940 ru en ad 109 621.0 "Mon Oct 03 13:59:36 2022" "Mon Oct 03 14:09:57 2022" Submitted
3N2YPY1GI6YJKUBUZ6EMZR807XUEVV M1002 ru en ad 111 1518.0 "Mon Oct 03 11:59:09 2022" "Mon Oct 03 12:24:27 2022" Submitted
3KQC8JMJGCSBSV0D5XGM1ZDU8TTH3H M0813 ru en ad 113 2517.0 "Mon Oct 03 13:59:25 2022" "Mon Oct 03 14:41:22 2022" Submitted
3SZYX62S5G0HDLH567I3PJMK8MO75V M0219 ru en ad 115 5163.0 "Mon Oct 03 11:59:04 2022" "Mon Oct 03 13:25:07 2022" Submitted
385MDVINFCF4AZXR3HU9I946JESJWV M0430 ru en ad 118 3678.0 "Mon Oct 03 11:59:06 2022" "Mon Oct 03 13:00:24 2022" Submitted
3TC2K6WK9G2TE231YT8B5CF3ZW328C M0713 ru en ad 119 544.0 "Mon Oct 03 11:59:09 2022" "Mon Oct 03 12:08:13 2022" Submitted
3G5RUKN2EC3PHTB4P4C9XWDCUXC9NZ M0540 ru en ad 120 702.0 "Mon Oct 03 15:59:48 2022" "Mon Oct 03 16:11:30 2022" Submitted
3KI0JD2ZU1IDWPHJBQS8HP0K4HZ76B M0214 ru en ad 121 1842.0 "Mon Oct 03 11:59:07 2022" "Mon Oct 03 12:29:49 2022" Submitted
367O8HRHKG8L00XXG5X4FIC2V464SA M0732 ru en ad 122 2285.0 "Mon Oct 03 11:59:10 2022" "Mon Oct 03 12:37:15 2022" Submitted
39I4RL8QGJHWARJH5BL5B450MTPH42 M0701 ru en ad 124 1032.0 "Mon Oct 03 11:59:10 2022" "Mon Oct 03 12:16:22 2022" Submitted
3LXX8KJXPW97ZEBGQJCMCLDHK7H9OE M1344 ru en ad 125 172.0 "Mon Oct 03 11:59:05 2022" "Mon Oct 03 12:01:57 2022" Submitted
3FJ2RVH25Z6TS7MB3LEP58AEJ2L291 M1344 ru en ad 126 1425.0 "Mon Oct 03 13:59:36 2022" "Mon Oct 03 14:23:21 2022" Submitted
322ZSN9Z5GKMF0AC552UPN8OXNK4TZ M1082 ru en ad 130 1078.0 "Mon Oct 03 12:09:11 2022" "Mon Oct 03 12:27:09 2022" Submitted
3MJ9GGZYO367XQWGVRSP13LYPK32AG M1059 ru en ad 131 3303.0 "Mon Oct 03 11:59:05 2022" "Mon Oct 03 12:54:08 2022" Submitted
3EN4YVUOUCSJZZ2HDMQVKSIDSGYJXO M0663 ru en ad 132 1257.0 "Mon Oct 03 11:59:05 2022" "Mon Oct 03 12:20:02 2022" Submitted
3XEIP58NL0NEZKQWHPQTXSBG450ZL2 M0857 ru en ad 137 5357.0 "Mon Oct 03 11:59:09 2022" "Mon Oct 03 13:28:26 2022" Submitted
378G7J1SJLYWZJBZPGJILTREE6WEW5 M0609 ru en ad 140 162.0 "Mon Oct 03 11:59:05 2022" "Mon Oct 03 12:01:47 2022" Submitted
3MQY1YVHS3KCG01815SLWE5472O2BB M1037 ru en ad 143 1924.0 "Mon Oct 03 11:59:09 2022" "Mon Oct 03 12:31:13 2022" Submitted
3DQYSJDTYLBBOJGPZLF4NC5LN82EXY M1317 ru en ad 144 987.0 "Mon Oct 03 11:59:05 2022" "Mon Oct 03 12:15:32 2022" Submitted
3V8JSVE8YYQ0OO6Z4H166QCUPEWEY4 M1024 ru en ad 155 2300.0 "Mon Oct 03 11:59:08 2022" "Mon Oct 03 12:37:28 2022" Submitted
33KMQD9OFJEW0PVOU0X0N30GZSJ77A M0690 ru en ad 156 2009.0 "Mon Oct 03 11:59:10 2022" "Mon Oct 03 12:32:39 2022" Submitted
356TQKY9XFX0030745P613WBACP78X M0612 ru en ad 158 2013.0 "Mon Oct 03 11:59:10 2022" "Mon Oct 03 12:32:43 2022" Submitted
3H1C3QRA01JNLL5U8PJH9ZKBMQECEU M1310 ru en ad 159 2901.0 "Mon Oct 03 11:59:10 2022" "Mon Oct 03 12:47:31 2022" Submitted
38XPGNCKHT01SSE1A029Q5W9U804VF M1024 ru en ad 163 502.0 "Mon Oct 03 11:59:05 2022" "Mon Oct 03 12:07:27 2022" Submitted
3D3B8GE892RPKENH5JP11LI7UCD9PV M0902 ru en ad 165 1580.0 "Mon Oct 03 11:59:10 2022" "Mon Oct 03 12:25:30 2022" Submitted
3JHB4BPSFK9AKQOW5W4Q1Q8HZ8Z9QM M0452 ru en ad 172 2407.0 "Mon Oct 03 11:59:05 2022" "Mon Oct 03 12:39:12 2022" Submitted
3TFJJUELSHPVQ5TEF5OG7YBMPNO2CI M1398 ru en ad 174 650.0 "Mon Oct 03 11:59:10 2022" "Mon Oct 03 12:10:00 2022" Submitted
3I01FDIL6M85VXZSF1JRR4T4AN02DI M1307 ru en ad 176 1106.0 "Mon Oct 03 11:59:08 2022" "Mon Oct 03 12:17:34 2022" Submitted
3RDTX9JRTY10E8JH9XVK1ZRMUI779M M0691 ru en ad 177 1012.0 "Mon Oct 03 11:59:07 2022" "Mon Oct 03 12:15:59 2022" Submitted
3ZXV7Q5FJBOFRZ5Q303NRH5BYRTCFC M0609 ru en ad 179 333.0 "Mon Oct 03 11:59:08 2022" "Mon Oct 03 12:04:41 2022" Submitted
3S37Y8CWI80E7HE60A75C7FN1H24WP M1059 ru en ad 181 4070.0 "Mon Oct 03 11:59:09 2022" "Mon Oct 03 13:06:59 2022" Submitted
3TTPFEFXCTKAPENVOZEK82PEIKVH6N M0851 ru en ad 185 929.0 "Mon Oct 03 12:40:38 2022" "Mon Oct 03 12:56:07 2022" Submitted
3VGZ74AYTGGL5Z1LEK95925NZ6TCGB M0955 ru en ad 186 1654.0 "Mon Oct 03 11:59:11 2022" "Mon Oct 03 12:26:45 2022" Submitted
3XH7ZM9YX2UAWR3WIBTQ6GIMVU19RN M1198 ru en ad 187 2584.0 "Mon Oct 03 11:59:10 2022" "Mon Oct 03 12:42:14 2022" Submitted
3DTJ4WT8BDF0TEG4033PKXLWV80EZV M1103 ru en ad 190 536.0 "Mon Oct 03 11:59:05 2022" "Mon Oct 03 12:08:01 2022" Submitted
3YD0MU1NC21EJRTM139KXU2600P7A1 M1024 ru en ad 191 3041.0 "Mon Oct 03 11:59:09 2022" "Mon Oct 03 12:49:50 2022" Submitted
3CVBMEMMXBGTTE1079JCEGPADVFH7M M1059 ru en ad 192 3555.0 "Mon Oct 03 11:59:06 2022" "Mon Oct 03 12:58:21 2022" Submitted
3YKP7CX6G2FJ21YE7H9GS5MCIIA7BW M1386 ru en ad 193 3367.0 "Mon Oct 03 11:59:05 2022" "Mon Oct 03 12:55:12 2022" Submitted
3YLPJ8OXX8DTWHJWAF3REQTUAJ84XI M1190 ru en ad 195 834.0 "Mon Oct 03 13:52:34 2022" "Mon Oct 03 14:06:28 2022" Submitted
3087LXLJ6MGVX7AARKA3WG3AP2WF0M M1317 ru en ad 211 1576.0 "Mon Oct 03 11:59:09 2022" "Mon Oct 03 12:25:25 2022" Submitted
359AP8GAGGK2C6QKLH5B3PSU03A7C3 M0385 ru en ad 212 1920.0 "Mon Oct 03 12:41:19 2022" "Mon Oct 03 13:13:19 2022" Submitted
33IXYHIZB5IAN3DSBWUBXMBPAZ12EB M0234 ru en ad 219 5941.0 "Mon Oct 03 11:59:09 2022" "Mon Oct 03 13:38:10 2022" Submitted
3EKZL9T8Y8MZ5VWWYQRNU2HOE66CHA M0234 ru en ad 220 6358.0 "Mon Oct 03 11:59:10 2022" "Mon Oct 03 13:45:08 2022" Submitted
3XD2A6FGFNUMX639X0TVWQNIHWK9SB M1298 ru en ad 221 2406.0 "Mon Oct 03 13:59:36 2022" "Mon Oct 03 14:39:42 2022" Submitted
3LEG2HW4UFN2THDO67EHF4WPM0G2FT M1024 ru en ad 222 929.0 "Mon Oct 03 11:59:06 2022" "Mon Oct 03 12:14:35 2022" Submitted
3T8DUCXY0N6NC6GOM0YL6VJ4JFY9T0 M0395 ru en ad 225 2051.0 "Mon Oct 03 12:20:19 2022" "Mon Oct 03 12:54:30 2022" Submitted
3ZURAPD288NV4WVSN3E3ALMKUU2F1P M1002 ru en ad 227 1899.0 "Mon Oct 03 11:59:05 2022" "Mon Oct 03 12:30:44 2022" Submitted
3HXK2V1N4KF87H9JHRKZXPW1NFG2GS M1248 ru en ad 231 475.0 "Mon Oct 03 11:59:10 2022" "Mon Oct 03 12:07:05 2022" Submitted
3EHIMLB7F7ZXTS6JHEBISGL5OFLH89 M0373 ru en ad 237 1128.0 "Mon Oct 03 11:59:08 2022" "Mon Oct 03 12:17:56 2022" Submitted
3GONHBMNHVYY528HH1R8X5Q54AQZM4 M0872 ru en ad 239 2169.0 "Mon Oct 03 11:59:12 2022" "Mon Oct 03 12:35:21 2022" Submitted
3QTFNPMJC6I4NKTHT268AKF5900ZN4 M1421 ru en ad 242 697.0 "Mon Oct 03 11:59:05 2022" "Mon Oct 03 12:10:42 2022" Submitted
3OJX0UFJ0Z72CJVDM5OVBR562T59UR M1344 ru en ad 246 648.0 "Mon Oct 03 11:59:12 2022" "Mon Oct 03 12:10:00 2022" Submitted
3UUSLRKAUL3CHYWYLD0MNVACL3M7D3 M1317 ru en ad 250 1371.0 "Mon Oct 03 11:59:08 2022" "Mon Oct 03 12:21:59 2022" Submitted
3LEG2HW4UFN2THDO67EHF4WPM0GF26 M1059 ru en ad 251 2605.0 "Mon Oct 03 11:59:05 2022" "Mon Oct 03 12:42:30 2022" Submitted
30OITAWPBQ3X7XPTM6HWSCGG8L3H9Y M0742 ru en ad 253 2363.0 "Mon Oct 03 11:59:07 2022" "Mon Oct 03 12:38:30 2022" Submitted
3W0XM68YZPV6KIN6OE50QYEP2QJK1W M1037 ru en ad 256 5052.0 "Mon Oct 03 11:59:10 2022" "Mon Oct 03 13:23:22 2022" Submitted
3538U0YQ1FUREZ97A7SMYE1HSEGF3H M0493 ru en ad 257 5391.0 "Mon Oct 03 13:59:36 2022" "Mon Oct 03 15:29:27 2022" Submitted
3VLL1PIENQOM55TTUH6LP9FAZA5ZOJ M1317 ru en ad 258 1193.0 "Mon Oct 03 11:59:06 2022" "Mon Oct 03 12:18:59 2022" Submitted
301KG0KX9CLM7D4U1X2HIP822FT2HR M0924 ru en ad 261 311.0 "Mon Oct 03 12:18:27 2022" "Mon Oct 03 12:23:38 2022" Submitted
3UV0D2KX1MJCWVSBALX58JTN6ECF42 M0430 ru en ad 265 2531.0 "Mon Oct 03 11:59:06 2022" "Mon Oct 03 12:41:17 2022" Submitted
3Z33IC0JC0M2PYKDRVY07D7PG0E9VG M1103 ru en ad 268 764.0 "Mon Oct 03 11:59:07 2022" "Mon Oct 03 12:11:51 2022" Submitted
341YLJU21IZM38FE7FK2I19H2S82IK M0299 ru en ad 271 4259.0 "Mon Oct 03 12:40:49 2022" "Mon Oct 03 13:51:48 2022" Submitted
3IKMEYR0LWVD93527I5EVHOUUWXK2D M0348 ru en ad 274 2721.0 "Mon Oct 03 11:59:09 2022" "Mon Oct 03 12:44:30 2022" Submitted
3IKDQS3DQE0Z1Q7G4898UEI3EJLCI3 M0315 ru en ad 276 476.0 "Mon Oct 03 11:59:06 2022" "Mon Oct 03 12:07:02 2022" Submitted
329E6HTMSW22UL1LBIJJERTM0AXK3O M1022 ru en ad 277 4584.0 "Mon Oct 03 11:59:09 2022" "Mon Oct 03 13:15:33 2022" Submitted
37OPIVELUU3BCGZYECVWO7R0E3LHAD M0532 ru en ad 280 2764.0 "Mon Oct 03 12:04:13 2022" "Mon Oct 03 12:50:17 2022" Submitted
3G3AJKPCXLSIWM96FBPTX403CP24YO M0234 ru en ad 281 6557.0 "Mon Oct 03 11:59:11 2022" "Mon Oct 03 13:48:28 2022" Submitted
3YOAVL4CA0HI1CJBBXRCBB95IJ64ZF M0654 ru en ad 282 555.0 "Mon Oct 03 13:59:25 2022" "Mon Oct 03 14:08:40 2022" Submitted
3MNJFORX8B4USEWBOQGFDBZ16A7F57 M0990 ru en ad 289 4209.0 "Mon Oct 03 15:59:59 2022" "Mon Oct 03 17:10:08 2022" Submitted
3IYI9285WS0VW1RMMQU86FX3RYACJF M1421 ru en ad 291 340.0 "Mon Oct 03 11:59:12 2022" "Mon Oct 03 12:04:52 2022" Submitted
3J9L0X0VDFMF4NKIH53WTFQ3N9G9WQ M0857 ru en ad 292 5902.0 "Mon Oct 03 11:59:09 2022" "Mon Oct 03 13:37:31 2022" Submitted
3IKMEYR0LWVD93527I5EVHOUUWX2KV M1069 ru en ad 293 2063.0 "Mon Oct 03 11:59:05 2022" "Mon Oct 03 12:33:28 2022" Submitted
3FCO4VKOZ4DH94AYH8B6TDSXLFN7EW M1347 ru en ad 295 2050.0 "Mon Oct 03 11:59:05 2022" "Mon Oct 03 12:33:15 2022" Submitted
3N3WJQXELSQOT9NKSIHFAH19JW22LY M0432 ru en ad 297 600.0 "Mon Oct 03 14:11:01 2022" "Mon Oct 03 14:21:01 2022" Submitted
36D1BWBEHN18ZR55SUIUAUGYJ1S2M0 M0405 ru en ad 301 1840.0 "Mon Oct 03 11:59:09 2022" "Mon Oct 03 12:29:49 2022" Submitted
3E6L1VR4XWMQBIWPT9QK5HD125IF6N M0599 ru en ad 303 481.0 "Mon Oct 03 14:00:06 2022" "Mon Oct 03 14:08:07 2022" Submitted
37VE3DA4YUHGVQ4QKQVSJIB6WL6HB8 M0332 ru en ad 309 1338.0 "Mon Oct 03 11:59:07 2022" "Mon Oct 03 12:21:25 2022" Submitted
3X878VYTIEI9FIAUCJVCBVDXXG27FE M0609 ru en ad 317 703.0 "Mon Oct 03 11:59:09 2022" "Mon Oct 03 12:10:52 2022" Submitted
338GLSUI43BVYGUM0MTN6M9TKUFFS9 M0720 uk en ad 8 3535.0 "Mon Oct 03 12:00:24 2022" "Mon Oct 03 12:59:19 2022" Submitted
324N5FAHSXBM6U34VSPPXML5RUQKVL M1344 uk en ad 11 725.0 "Mon Oct 03 12:00:24 2022" "Mon Oct 03 12:12:29 2022" Submitted
341YLJU21IZM38FE7FK2I19H2S8I20 M1398 uk en ad 12 1126.0 "Mon Oct 03 12:00:24 2022" "Mon Oct 03 12:19:10 2022" Submitted
32L724R85LKIVFGK9DVEEEHAD20PIU M0744 uk en ad 13 1818.0 "Mon Oct 03 12:00:24 2022" "Mon Oct 03 12:30:42 2022" Submitted
3Z3R5YC0P3NWDG71PMYDGR5FMDTFTY M0050 uk en ad 14 1110.0 "Mon Oct 03 12:00:24 2022" "Mon Oct 03 12:18:54 2022" Submitted
31YWE12TE0CQF41FCD1YH2D41LY7X5 M1344 uk en ad 18 880.0 "Mon Oct 03 12:00:35 2022" "Mon Oct 03 12:15:15 2022" Submitted
3OQQD2WO8I6BOQBXBFY71BE9868I3B M0452 uk en ad 21 4340.0 "Mon Oct 03 12:00:24 2022" "Mon Oct 03 13:12:44 2022" Submitted
3K2CEDRACB12JQZIB92QBHPOJE5MTC M1069 uk en ad 22 2513.0 "Mon Oct 03 12:00:25 2022" "Mon Oct 03 12:42:18 2022" Submitted
3MA5N0ATTCBZLJ39L2ULJO4JY3SKWV M0532 uk en ad 27 1962.0 "Mon Oct 03 14:04:40 2022" "Mon Oct 03 14:37:22 2022" Submitted
3FDWKV9VCN2HJ3E7BES0GDBQ2SCMU3 M1022 uk en ad 29 4688.0 "Mon Oct 03 12:00:24 2022" "Mon Oct 03 13:18:32 2022" Submitted
3JGHED38EDRFF9RPH9N00GKD3RS7YB M1196 uk en ad 32 1221.0 "Mon Oct 03 12:00:36 2022" "Mon Oct 03 12:20:57 2022" Submitted
3XQ4XW3OD9CBXMIACREGM3F4BQAS22 M0612 uk en ad 33 5651.0 "Mon Oct 03 12:00:24 2022" "Mon Oct 03 13:34:35 2022" Submitted
3SSN80MU8COEAJ8ZV7Q7L7IQ75YKXO M0403 uk en ad 35 2035.0 "Mon Oct 03 12:01:37 2022" "Mon Oct 03 12:35:32 2022" Submitted
36MUZ9VAE62XQDB88LEST52T7QQDEV M0687 uk en ad 38 801.0 "Mon Oct 03 12:00:24 2022" "Mon Oct 03 12:13:45 2022" Submitted
32ZCLEW0BZKEQQ0QRVGEQFWAQHPPJ6 M0532 uk en ad 39 838.0 "Mon Oct 03 13:14:50 2022" "Mon Oct 03 13:28:48 2022" Submitted
311HQEI8RSGFKZ1UDVPJENTF9LW7Z2 M1002 uk en ad 41 1835.0 "Mon Oct 03 12:00:24 2022" "Mon Oct 03 12:30:59 2022" Submitted
3HFWPF5AK9J0I4ETGRSL5DKWH4AS3D M0990 uk en ad 42 4893.0 "Mon Oct 03 12:06:27 2022" "Mon Oct 03 13:28:00 2022" Submitted
3DIIW4IV8PVW6MU1BT3QBG6FM64I4W M0230 uk en ad 46 1355.0 "Mon Oct 03 12:00:24 2022" "Mon Oct 03 12:22:59 2022" Submitted
