wid hit.count mean.bad.ref mean.sys.out mean.ref min.hit.time mean.hit.time mean.concurrent max.concurrent max.const.seq.len reject.rate scores.flag time.flag seq.flag reject.flag 
M0277 1 61.9 68.6 76.2 255 255 1 1 0 0 - flag(time) - - 
M0366 4 42.3 45.9 38.1 453.5 1070.4 1.5 2 4 0 - - - - 
M0223 1 37 64.3 73.6 1350 1350 1 1 2 0 - - - - 
M0880 1 61.1 60.7 66 690 690 1 1 0 0 flag(scrs) - - - 
M1184 5 65.4 84.4 94.8 1619 2385.3 1.8 2 3 0 - - - - 
M0719 3 78.3 72.7 76.3 2017.3 2638.7 2.7 3 3 0 flag(scrs) - - - 
M0571 9 40.9 45.7 46.8 90.2 314.9 5.3 7 95 0 - flag(time) flag(seq) - 
M0197 1 83.3 93.6 88.9 1437 1437 1 1 5 0 - - - - 
M1005 2 90.3 93.3 92.4 1863 2491 1 1 18 0 - - flag(seq) - 
M0769 2 66.8 63.2 52.9 2337 2816 1 1 2 0 flag(scrs) - - - 
M1077 1 68.6 65.2 69.2 418 418 1 1 2 0 flag(scrs) - - - 
M0714 2 80.9 77.1 98.5 1020 1345 1 1 11 0 flag(scrs) - flag(seq) - 
M1159 2 83.7 85.9 94.4 1903 2088.5 2 2 4 0 - - - - 
M1106 2 64.6 74.1 90.1 2366 2379.5 1 1 2 0 - - - - 
M0299 7 86.8 86.3 87.3 466 1026.3 3.4 5 4 0 flag(scrs) - - - 
M1253 1 59 62.2 59.7 1512 1512 1 1 3 0 - - - - 
M1121 9 72 79.5 89.6 514.3 1171.3 2.3 3 3 0 - - - - 
M0467 5 62.5 61.5 62.8 693 1100.7 4.6 5 2 0 flag(scrs) - - - 
M0741 10 59.5 62.7 80 1170.5 2118.7 1.5 2 3 0 - - - - 
M0770 1 87 64 57.8 341 341 1 1 2 0 flag(scrs) - - - 
M1183 4 85.1 88 93.3 3003 3151.6 1.5 2 2 0 - - - - 
M0772 1 31.7 93.4 98.2 767 767 1 1 6 0 - - - - 
M0052 9 91.7 92.2 94.6 165.3 892 3.9 6 6 0 - flag(time) - - 
M0379 1 8.1 60.8 98.1 3783 3783 1 1 3 0 - - - - 
M0639 1 67.1 65.2 55.3 4785 4785 1 1 2 0 flag(scrs) - - - 
M0324 17 74.8 79.7 99.6 326.5 1517.1 2.8 5 4 0 - - - - 
M1280 1 52.7 60.2 63.6 3204 3204 1 1 2 0 - - - - 
M0314 1 83.2 88.8 85.4 482 482 1 1 3 0 - - - - 
M0318 1 68.6 65.2 65.4 1852 1852 1 1 2 0 flag(scrs) - - - 
M0161 12 67.7 81.7 98 302.2 1152 3.7 6 15 0 - - flag(seq) - 
M1157 1 77.9 75.5 73.7 1135 1135 1 1 2 0 flag(scrs) - - - 
M0982 5 69.6 72.9 88.7 460 999.7 2 3 2 0 - - - - 
M0875 1 74.8 79.9 81.6 440 440 1 1 2 0 - - - - 
M0206 2 69.9 70.9 85.1 755.5 1422.2 2 2 2 0 - - - - 
M0743 1 86.7 77.5 89 720 720 1 1 2 0 flag(scrs) - - - 
M1361 3 28 25.8 11 334.3 436.4 2.7 3 82 0 flag(scrs) - flag(seq) - 
M1416 3 93.3 89 99.4 975 1639.3 1 1 5 0 flag(scrs) - - - 
M0114 2 43 45.2 44.2 376 458 1 1 2 0 - - - - 
M0833 1 64.8 69 99.5 1202 1202 1 1 2 0 - - - - 
M0724 83 41.5 38.8 40.3 68.2 280.3 26.2 29 81 0 flag(scrs) flag(time) flag(seq) - 
M0965 4 81.6 79 81 197.2 260 4 4 2 0 flag(scrs) flag(time) - - 
M1090 1 81.3 80.9 82.3 742 742 1 1 3 0 flag(scrs) - - - 
M0742 21 77.3 83.3 99.3 406.8 1271.5 3.5 6 7 0 - - - - 
M0224 1 72.3 74.9 78.1 275 275 1 1 2 0 - flag(time) - - 
M0990 13 71.9 78.6 96.3 519.5 2372.6 1.8 3 4 0 - - - - 
M0315 4 58.4 53.9 68.7 349 1023.1 1.5 2 5 0 flag(scrs) - - - 
M0095 1 52.1 81.5 99.2 3325 3325 1 1 2 0 - - - - 
M0559 2 97.1 94.7 98.6 549 812.5 1 1 6 0 flag(scrs) - - - 
M0419 14 87.4 87.4 88.3 126.4 463.7 5.1 8 4 0 - flag(time) - - 
M1156 1 56.1 65.3 74.7 5389 5389 1 1 3 0 - - - - 
M1291 1 95 95.7 98.7 754 754 1 1 3 0 - - - - 
M0570 4 62.1 64.4 73.4 242 793.8 1 1 3 0 - flag(time) - - 
M0590 1 70.8 66.4 62.1 1866 1866 1 1 2 0 flag(scrs) - - - 
M0365 6 22.2 27.2 92.7 2063.5 3381.2 1.7 2 5 0 - - - - 
M0754 12 70.5 72.9 88.7 525.7 1545.1 1.8 3 4 0 - - - - 
M1051 1 66.2 73.4 74.6 217 217 1 1 0 0 - flag(time) - - 
M1323 9 64.8 78 95.4 726.7 1801.2 2.9 4 6 0 - - - - 
M0320 1 53.2 49.2 79.7 1809 1809 1 1 2 0 flag(scrs) - - - 
M0234 3 74.5 75 73.7 1980.3 2448.3 2.7 3 2 0 - - - - 
M0479 1 67.8 70.4 70.5 499 499 1 1 2 0 - - - - 
M0432 8 54 56.2 61.6 119.8 381.8 3.2 5 3 0 - flag(time) - - 
M0907 1 64.8 73 98.3 4791 4791 1 1 2 0 - - - - 
M0283 1 71 66.1 71.5 3666 3666 1 1 2 0 flag(scrs) - - - 
M0151 1 50.8 43.7 46.6 633 633 1 1 2 0 flag(scrs) - - - 
M1057 10 20.5 17.3 17.2 181.6 337.6 8 10 289 0 flag(scrs) flag(time) flag(seq) - 
M1023 1 67.8 65.1 67.3 4394 4394 1 1 2 0 flag(scrs) - - - 
M0407 1 70.2 87.7 97.1 2170 2170 1 1 2 0 - - - - 
M1396 2 75.3 95.5 98.2 468 591.5 1 1 14 0 - - flag(seq) - 
M0201 1 61.3 93 98.6 5440 5440 1 1 3 0 - - - - 
M1358 3 50.8 58.4 66.3 2233.5 2921.5 1.7 2 2 0 - - - - 
M0946 1 54.5 58.9 100 5535 5535 1 1 3 0 - - - - 
M0958 1 42.2 66.9 84.1 1370 1370 1 1 2 0 - - - - 
M0074 2 76.7 76.8 80.2 1396 1422.8 2 2 0 0 - - - - 
M0768 3 74.9 72.5 71.4 628 1534.3 1 1 3 0 flag(scrs) - - - 
M1233 1 30.6 70.1 84.5 429 429 1 1 2 0 - - - - 
M0835 1 32.7 48 100 1916 1916 1 1 2 0 - - - - 
M0722 6 60.3 75.3 99.5 1333 2672.1 1.7 2 5 0 - - - - 
M0973 1 76.6 84.8 85 3005 3005 1 1 2 0 - - - - 
M0753 9 74.3 76 96.7 238.3 1321.4 2.3 3 4 0 - flag(time) - - 
M1029 2 66.1 70.9 86.2 1017 1212 1 1 2 0 - - - - 
M0697 2 95.6 92.4 91 1444 2244 1 1 11 0 flag(scrs) - flag(seq) - 
M0262 1 59.4 74.9 74.8 2488 2488 1 1 2 0 - - - - 
M0456 5 44.4 49 58.6 284 559.5 1.4 2 3 0 - flag(time) - - 
M0852 4 56.6 73.6 98.4 1327 1596.8 1.5 2 3 0 - - - - 
M1264 2 61.9 49.1 54.6 470 610 1 1 4 0 flag(scrs) - - - 
M0352 1 83.1 78.9 79.6 3135 3135 1 1 2 0 flag(scrs) - - - 
M0703 1 51.9 48.5 50.4 564 564 1 1 2 0 flag(scrs) - - - 
M0726 2 68.8 78.5 91.5 946 2088 1 1 4 0 - - - - 
M1049 1 98.8 98.3 98.5 3491 3491 1 1 5 0 flag(scrs) - - - 
M0721 1 24.6 72.7 97.6 879 879 1 1 2 0 - - - - 
M0431 1 53.8 49.6 40.1 652 652 1 1 0 0 flag(scrs) - - - 
M0595 1 73.3 71.2 73.6 2300 2300 1 1 3 0 flag(scrs) - - - 
M0418 1 72.5 71.3 77.6 1207 1207 1 1 0 0 flag(scrs) - - - 
M0457 14 77.7 81.3 91.8 158.4 1400.9 4.6 8 10 0 - flag(time) - - 
M0924 7 82 84.7 89.6 311 1785.1 1 1 3 0 - - - - 
M0240 1 48.4 65.1 85.4 2623 2623 1 1 2 0 - - - - 
M0101 1 47.9 84.2 100 2413 2413 1 1 4 0 - - - - 
M0155 1 67.9 61.5 90.5 1710 1710 1 1 4 0 flag(scrs) - - - 
M1313 1 62.9 83.5 89.2 4269 4269 1 1 2 0 - - - - 
M0527 34 55.9 56.2 76.3 138.9 458.9 11.1 14 3 0 - flag(time) - - 
M0749 1 70.7 81.3 99.5 1709 1709 1 1 2 0 - - - - 
M0313 3 28 35.8 67.3 1236 2144.7 1.7 2 2 0 - - - - 
M0257 1 50.2 49.9 50.3 5164 5164 1 1 4 0 flag(scrs) - - - 
M1117 1 56.4 61.7 87.3 1728 1728 1 1 2 0 - - - - 
M0243 1 30.6 72.1 99.4 6738 6738 1 1 3 0 - - - - 
M0488 5 74.4 79.3 86.8 365 1868.4 1 1 7 0 - - - - 
M0147 2 89.9 89 97.1 684 1188 2 2 4 0 flag(scrs) - - - 
M1402 1 9.1 39.1 99.9 1493 1493 1 1 8 0 - - - - 
M1071 1 63.7 56.6 55.9 1191 1191 1 1 2 0 flag(scrs) - - - 
M1241 5 46.4 52.2 85.6 892 1315.8 1 1 3 0 - - - - 
M1381 2 49 72.5 99.6 1504 2154.5 1 1 3 0 - - - - 
M1004 2 82.6 79.1 85.5 3345 5201.5 1.5 2 3 0 flag(scrs) - - - 
M0023 9 42.3 71.3 99.9 1040.5 2770.3 1.8 2 6 0 - - - - 
M1086 13 70.8 72 96.3 172.2 714.1 2.5 4 5 0 - flag(time) - - 
M0798 1 61.3 62.1 54.3 2063 2063 1 1 2 0 - - - - 
M1324 4 28 61.4 99.5 1592 2365.8 1 1 9 0 - - - - 
M0815 11 48.7 56.8 94.1 520.8 1775.7 1.9 4 6 0 - - - - 
M1389 1 77.8 73.9 84.5 2541 2541 1 1 2 0 flag(scrs) - - - 
M0128 1 51.5 73.2 93 946 946 1 1 2 0 - - - - 
M0498 4 72.7 75.6 97.7 708 1636.4 1.5 2 2 0 - - - - 
M0373 7 65.5 64 61.2 188 723.1 4.4 6 3 0 flag(scrs) flag(time) - - 
M1303 1 80.2 82.5 91 2243 2243 1 1 3 0 - - - - 
M0307 2 65.3 65.3 66.1 389 431 1 1 2 0 - - - - 
M0936 1 66.2 64.2 81 2209 2209 1 1 3 0 flag(scrs) - - - 
M1079 1 68.1 73.1 64.3 2023 2023 1 1 0 0 - - - - 
M1373 2 45.3 85.6 96.2 682 1106.5 1 1 3 0 - - - - 
M0346 1 76.1 73.1 69.4 2633 2633 1 1 2 0 flag(scrs) - - - 
M1094 1 20.5 61.9 99.4 1603 1603 1 1 4 0 - - - - 
M0927 1 55.1 56.9 57.3 2565 2565 1 1 3 0 - - - - 
M0817 1 76.8 74.7 69.8 2471 2471 1 1 0 0 flag(scrs) - - - 
M0531 5 68.1 67.1 70.8 919 1684.6 1 1 3 0 flag(scrs) - - - 
M0354 12 68 77.3 89.4 93.8 473 5.8 9 2 0 - flag(time) - - 
M0303 1 43.5 43.4 40.3 498 498 1 1 2 0 flag(scrs) - - - 
M0401 2 66.3 68.7 67.3 337 951 1 1 5 0 - - - - 
M0156 2 80 78.7 78.3 301 540.5 1 1 2 0 flag(scrs) - - - 
M0108 5 36.3 36.4 34.3 198 708 1.2 2 3 0 - flag(time) - - 
M0863 1 75 65.7 74 620 620 1 1 2 0 flag(scrs) - - - 
M0626 1 44.2 50 50.6 2213 2213 1 1 2 0 - - - - 
M0192 1 90.4 85.9 97.7 950 950 1 1 4 0 flag(scrs) - - - 
M0644 1 72.5 79.5 81.6 1494 1494 1 1 2 0 - - - - 
M0569 3 69.3 75 94.6 264.3 534.4 2.7 3 2 0 - flag(time) - - 
M0010 1 73.8 71.6 75 1211 1211 1 1 3 0 flag(scrs) - - - 
M1273 1 78.9 86.3 83.6 750 750 1 1 3 0 - - - - 
M1059 12 75.5 76.9 78.1 133.4 279.5 10.7 12 0 0 - flag(time) - - 
M0237 1 80.6 89.6 72.9 536 536 1 1 3 0 - - - - 
M0081 1 91.2 81.4 62.6 2728 2728 1 1 2 0 flag(scrs) - - - 
M0630 1 72.5 72.9 83.8 6852 6852 1 1 2 0 - - - - 
M0340 1 73.5 73 76.3 1385 1385 1 1 2 0 flag(scrs) - - - 
M1371 1 83.5 92.3 100 1227 1227 1 1 3 0 - - - - 
M0408 1 93.8 92.1 95 1830 1830 1 1 4 0 flag(scrs) - - - 
M0136 2 76.3 71.8 81.5 3455 4059.5 1 1 3 0 flag(scrs) - - - 
M0364 12 75.1 75.8 88.6 535.6 1123.2 6.4 7 3 0 - - - - 
M0909 1 51.6 50.8 50 536 536 1 1 2 0 flag(scrs) - - - 
M1001 2 83.7 77.1 79.7 116 149.8 2 2 3 0 flag(scrs) flag(time) - - 
M1408 5 51.8 54.7 77.2 830 1224.9 2 3 3 0 - - - - 
M0219 16 55.4 61.2 86.2 552.7 2055.3 1.9 3 3 0 - - - - 
M1027 57 87.7 88.6 86.3 24.9 233.4 22.4 25 7 0 - flag(time) - - 
M0025 1 48.9 56.7 55.9 2510 2510 1 1 2 0 - - - - 
M0480 2 59 56.3 78.3 3915 4109.5 1 1 3 0 flag(scrs) - - - 
M0865 4 68 67.4 100 345.5 869.8 2.8 4 11 0 flag(scrs) - flag(seq) - 
M0231 8 81.8 79.3 80 609.6 1038.6 4.4 5 2 0 flag(scrs) - - - 
M0125 1 73.3 70.5 69.4 1244 1244 1 1 0 0 flag(scrs) - - - 
M0712 1 67.5 66.9 97.6 726 726 1 1 2 0 flag(scrs) - - - 
M0591 1 70.2 64.8 70.6 873 873 1 1 2 0 flag(scrs) - - - 
M0360 7 71.9 70.6 95.2 453 1211.9 1.3 2 3 0 flag(scrs) - - - 
M0250 3 19.5 30.7 28.5 91 804.3 1 1 188 0 - flag(time) flag(seq) - 
M1354 5 39.7 50.8 94.4 1121 1851 1 1 3 0 - - - - 
M1207 1 75.2 74.4 78.3 282 282 1 1 3 0 flag(scrs) flag(time) - - 
M0689 1 66.7 72.1 93.2 1860 1860 1 1 3 0 - - - - 
M1294 6 66 69.7 89.1 604.8 1176.9 2.7 4 3 0 - - - - 
M1072 2 53.9 71.9 86.4 6464 6535.5 1 1 2 0 - - - - 
M0098 1 35 70.6 95.7 2955 2955 1 1 5 0 - - - - 
M0038 10 22.5 26.9 24.8 311 936.7 2.7 4 3 0 - - - - 
M0017 7 41.5 43.4 46.8 218 1511.6 1.7 3 4 0 - flag(time) - - 
M1266 1 90.1 86.6 88 513 513 1 1 2 0 flag(scrs) - - - 
M1105 2 72.5 69.4 48.6 1213 1494.5 1 1 3 0 flag(scrs) - - - 
M1151 3 61.3 57.8 53.3 700 1425 1 1 3 0 flag(scrs) - - - 
M0020 1 47.1 47.1 40 1230 1230 1 1 4 0 flag(scrs) - - - 
M0181 6 90.7 88.8 90.9 205 1473.5 3.7 5 9 0 flag(scrs) flag(time) - - 
M0362 15 52.5 63.3 93.8 1078.2 1954.9 2.9 4 3 0 - - - - 
M0761 1 43.2 47.3 42.3 971 971 1 1 2 0 - - - - 
M0468 1 82 81.1 85.6 2029 2029 1 1 2 0 flag(scrs) - - - 
M0089 10 96.1 94.2 96.5 142 444.8 5.6 8 4 0 flag(scrs) flag(time) - - 
M0454 2 58.8 56.9 61.4 772 2417.5 1 1 3 0 flag(scrs) - - - 
M0989 2 57.4 69.2 98.7 1171 1359.5 1 1 5 0 - - - - 
M1179 1 70 71 74.4 1086 1086 1 1 2 0 - - - - 
M0660 1 61.7 57 51.4 3425 3425 1 1 0 0 flag(scrs) - - - 
M1375 15 72.8 76.8 93.2 36.2 762.1 5 9 10 0 - flag(time) - - 
M0755 3 68.1 73 75.2 1769.5 2587.8 1.7 2 3 0 - - - - 
M0624 1 90.6 89.3 92.4 798 798 1 1 2 0 flag(scrs) - - - 
M0818 2 69.2 69.9 81.2 1713 2226.5 1 1 3 0 - - - - 
M0494 7 49.8 66.3 98.5 1017.5 1398.6 1.3 2 12 0 - - flag(seq) - 
M0549 1 64.9 62.5 63.8 393 393 1 1 3 0 flag(scrs) - - - 
M0097 1 78.9 87.4 83.7 2027 2027 1 1 2 0 - - - - 
M0840 1 2.6 66.7 100 1601 1601 1 1 9 0 - - - - 
M0699 1 88.7 87.8 93.2 1701 1701 1 1 4 0 flag(scrs) - - - 
M0851 6 85.3 82.3 97.8 384 643.7 1.7 2 4 0 flag(scrs) - - - 
M1044 3 48.9 45.2 40.9 370 585.3 1 1 2 0 flag(scrs) - - - 
M0271 2 50.9 52.5 59.4 1581 2278 1 1 2 0 - - - - 
M0913 1 28.2 30.7 32.5 1939 1939 1 1 0 0 - - - - 
M1365 1 77 89 96.7 5469 5469 1 1 2 0 - - - - 
M0458 2 94.3 94.1 97.4 1876.5 2006.8 2 2 3 0 flag(scrs) - - - 
M1014 1 48.3 48 54 666 666 1 1 2 0 flag(scrs) - - - 
M0731 2 47.8 56.5 83.9 2686.5 2702 2 2 2 0 - - - - 
M0885 2 82.1 89.6 99.1 1761.5 1987.5 2 2 4 0 - - - - 
M0943 9 30.6 36.9 86.3 110.4 554.9 7.2 9 4 0 - flag(time) - - 
M1009 1 54.7 69 99.7 1481 1481 1 1 12 0 - - flag(seq) - 
M1197 1 87.9 88.3 85.7 2910 2910 1 1 2 0 - - - - 
M0698 10 90.4 92.4 94.8 208.5 1227.7 3.8 5 4 0 - flag(time) - - 
M0896 1 48.4 65.7 99.8 1218 1218 1 1 2 0 - - - - 
M1217 11 77.7 76.4 82.6 119.2 1380.9 3.7 6 2 0 flag(scrs) flag(time) - - 
M0428 2 75 80.7 98.1 2484 2663 1 1 4 0 - - - - 
M0102 1 91.8 88.6 93.9 635 635 1 1 3 0 flag(scrs) - - - 
M0801 3 63.1 77.8 98.4 1406 2041 1 1 3 0 - - - - 
M0437 1 60.8 59.7 54 518 518 1 1 3 0 flag(scrs) - - - 
M0542 1 62.3 72.4 99.4 2789 2789 1 1 3 0 - - - - 
M0282 1 69.6 68.3 69.2 358 358 1 1 2 0 flag(scrs) - - - 
M1032 1 62.6 69.7 82.8 2821 2821 1 1 2 0 - - - - 
M1026 2 73.9 75.4 87.7 1317 1337.5 1 1 2 0 - - - - 
M0134 2 23.4 61.7 99.2 1353 1645 1 1 4 0 - - - - 
M0301 15 51.4 51.9 97.2 352 1215.5 1 1 4 0 - - - - 
M0720 16 62.4 65.2 99 203 842.2 8.7 12 4 0 - flag(time) - - 
M1200 6 49.5 51.2 50.3 246.5 385.8 2.3 3 2 0 - flag(time) - - 
M0210 1 61.9 61.4 62 1663 1663 1 1 2 0 flag(scrs) - - - 
M0584 1 72 65.7 67.6 1720 1720 1 1 2 0 flag(scrs) - - - 
M1076 2 40 68.7 94 3169 4023.5 1 1 2 0 - - - - 
M0070 2 59.7 60.4 60.8 933 1046 1 1 3 0 - - - - 
M0359 1 55.1 53.2 48.1 1942 1942 1 1 2 0 flag(scrs) - - - 
M0860 1 71.6 69.4 73.9 2203 2203 1 1 2 0 flag(scrs) - - - 
M1188 17 66.6 72.4 92.3 723.7 2597.9 1.8 3 6 0 - - - - 
M0558 1 58 63.4 95.8 5388 5388 1 1 2 0 - - - - 
M0274 6 57.8 60.4 70.9 249.5 504.9 1.3 2 6 0 - flag(time) - - 
M0520 1 NaN 67 NaN 880 880 1 1 2 0 flag(incomplete) - - - 
M0682 4 29.3 34.7 74.3 1001 1740 1 1 18 0 - - flag(seq) - 
M0341 2 59.8 62.6 64.1 2180 2881.5 1 1 2 0 - - - - 
M0367 19 67.7 74.9 85.6 194.7 1013.5 3.9 6 6 0 - flag(time) - - 
M0178 1 81.4 85.6 70.1 3707 3707 1 1 8 0 - - - - 
M1377 5 62.6 74.8 80.2 2133 3618.9 1.4 2 4 0 - - - - 
M0715 2 59.1 58.5 60.4 1633 2382 1 1 2 0 flag(scrs) - - - 
M0149 4 78.3 79.2 78.4 243.5 382.2 1.8 2 3 0 - flag(time) - - 
M0044 2 78.5 80.4 98.2 2262.5 2728.2 2 2 3 0 - - - - 
M0696 5 38.1 52.2 94.9 825.5 1305.3 1.8 2 4 0 - - - - 
M0673 4 59.4 62.3 63.7 174 503.4 1.5 2 3 0 - flag(time) - - 
M0790 30 49.8 52.7 99 306.5 720.7 1.1 2 5 0 - - - - 
M1043 1 62.5 60.6 58 1360 1360 1 1 0 0 flag(scrs) - - - 
M1327 1 43.1 57.2 94.5 4240 4240 1 1 2 0 - - - - 
M0884 14 72.5 72.3 92.5 329.4 664.6 6.6 8 4 0 flag(scrs) - - - 
M0425 2 58.9 50.3 55.1 516 1274 1 1 2 0 flag(scrs) - - - 
M0552 2 70.1 69.4 69.3 677 714 1 1 3 0 flag(scrs) - - - 
M1186 2 59.5 76.7 99.7 1219 1278.5 1 1 2 0 - - - - 
M1210 2 55.1 57.3 54.6 4228 4899 1 1 2 0 - - - - 
M1238 3 53.7 53.6 53.4 607 731.3 1 1 4 0 flag(scrs) - - - 
M0378 1 66.5 62.3 67.1 2459 2459 1 1 2 0 flag(scrs) - - - 
M1047 1 28.6 35.6 49.8 1607 1607 1 1 3 0 - - - - 
M1255 2 74.7 74.6 78.3 656 1274.5 1 1 2 0 flag(scrs) - - - 
M0222 1 43.8 94.5 99.3 2848 2848 1 1 8 0 - - - - 
M1307 5 50.1 60.7 95.4 1076 2460.1 1.4 2 4 0 - - - - 
M0953 9 73 74 89.9 473.2 888.5 5.9 8 5 0 - - - - 
M1359 15 71.4 79 89.9 281.7 1340 1.7 3 4 0 - flag(time) - - 
M0736 1 70.9 61.6 57.5 3317 3317 1 1 0 0 flag(scrs) - - - 
M1178 21 40.3 50.6 97.3 746.5 2595.9 2 4 4 0 - - - - 
M1020 1 72 70.6 68.4 1451 1451 1 1 2 0 flag(scrs) - - - 
M1258 1 30.6 29.1 24.2 625 625 1 1 2 0 flag(scrs) - - - 
M1046 14 56.8 57.8 83.7 503.8 2112.6 2.1 5 3 0 - - - - 
M0261 1 78.7 72.8 75.8 914 914 1 1 2 0 flag(scrs) - - - 
M0069 2 59.4 64.1 64.9 954 1790.5 1 1 2 0 - - - - 
M1098 1 36 79.2 98.4 2079 2079 1 1 3 0 - - - - 
M0484 7 71.5 84.7 97.1 742 1714 2.3 3 3 0 - - - - 
M1037 10 52.8 57.9 95.3 384.8 1379 3.7 5 4 0 - - - - 
M0637 3 72.5 74.8 73.6 518 818.7 2 2 2 0 - - - - 
M1018 1 0 0 0 123 123 1 1 88 0 flag(scrs) flag(time) flag(seq) - 
M0677 2 20 39.2 65.1 5667 6044.5 1 1 3 0 - - - - 
M0747 2 53.7 57.8 54.1 1543 3140 1 1 4 0 - - - - 
M0232 11 73.8 78.5 89.6 274 1518.9 2 4 4 0 - flag(time) - - 
M0691 15 69.3 73.4 91.1 407.7 1554.6 1.6 3 4 0 - - - - 
M1275 2 9.8 62.2 100 1030 1377 1 1 9 0 - - - - 
M1283 1 84.2 80.8 89 1484 1484 1 1 2 0 flag(scrs) - - - 
M0328 1 69.1 69.7 73.5 1947 1947 1 1 2 0 - - - - 
M0374 1 61.6 63.9 60.1 438 438 1 1 2 0 - - - - 
M0601 3 49.4 56.6 67.9 4382 4970.7 1 1 4 0 - - - - 
M1153 1 52.7 68.9 93.9 7162 7162 1 1 2 0 - - - - 
M0349 2 90.7 88.7 92.9 1045 2195.5 1 1 3 0 flag(scrs) - - - 
M0291 1 99.3 93.7 88.2 447 447 1 1 11 0 flag(scrs) - flag(seq) - 
M0109 1 2 46 27.2 989 989 1 1 22 0 - - flag(seq) - 
M1369 1 20.2 45.6 99.6 1362 1362 1 1 7 0 - - - - 
M0148 2 71.8 66.3 70.5 366 477 1 1 4 0 flag(scrs) - - - 
M1390 7 48 49.3 79.5 165.4 1577.5 3.3 5 3 0 - flag(time) - - 
M1171 2 69.9 66.9 66.6 582 779 1 1 3 0 flag(scrs) - - - 
M0615 1 87.1 85.9 87.8 358 358 1 1 4 0 flag(scrs) - - - 
M0150 1 55.9 54.6 86.8 989 989 1 1 3 0 flag(scrs) - - - 
M1284 2 72.6 88.5 92.9 389 564.5 2 2 3 0 - - - - 
M0033 4 69.2 82.1 97.4 1539 1794 1 1 3 0 - - - - 
M1304 1 68.3 65 70.7 797 797 1 1 2 0 flag(scrs) - - - 
M1219 1 59.7 53.1 50.7 485 485 1 1 10 0 flag(scrs) - - - 
M1226 2 85.7 90.2 84.6 1237.5 1455.5 2 2 2 0 - - - - 
M1230 1 74.5 64.7 65.2 3942 3942 1 1 0 0 flag(scrs) - - - 
M1310 10 84.2 88.7 96.7 668.8 2064.1 3.9 6 4 0 - - - - 
M1221 1 81.2 77.2 80.7 1974 1974 1 1 2 0 flag(scrs) - - - 
M0194 2 65.5 61.6 69.8 287 306.5 1 1 3 0 flag(scrs) flag(time) - - 
M0068 2 74.4 75.3 73.1 1703 3824.5 1 1 0 0 - - - - 
M0983 2 24.7 39.6 79.9 1250 1755 1 1 2 0 - - - - 
M1063 3 57.3 60.5 81 876 1909.7 1 1 2 0 - - - - 
M1349 1 50.1 58 100 1706 1706 1 1 2 0 - - - - 
M0126 2 80.8 81.5 82.6 3705 5343 1 1 2 0 - - - - 
M1398 17 86 85.7 97.4 294 711.6 3.1 5 5 0 flag(scrs) flag(time) - - 
M0105 1 91.3 92.5 92.2 2668 2668 1 1 5 0 - - - - 
M1276 1 66.6 74.5 56.5 1665 1665 1 1 2 0 - - - - 
M0995 6 62.7 72.4 98.9 820 2257.3 1.3 2 4 0 - - - - 
M0492 1 45.7 71.9 96.1 1465 1465 1 1 3 0 - - - - 
M0597 1 31 31.7 39.2 1940 1940 1 1 2 0 - - - - 
M0813 20 66.6 66 63.7 173.9 796.7 3.6 7 2 0 flag(scrs) flag(time) - - 
M0778 1 88.6 98.4 86.9 768 768 1 1 5 0 - - - - 
M1225 3 83.1 73.7 77.5 898.5 1176 1.7 2 2 0 flag(scrs) - - - 
M0759 1 NaN 75.6 NaN 4796 4796 1 1 2 0 flag(incomplete) - - - 
M0188 1 70.1 60 64.7 354 354 1 1 0 0 flag(scrs) - - - 
M0172 1 33.9 81 100 1639 1639 1 1 5 0 - - - - 
M0663 13 81.7 83.3 91.6 221.8 1251.2 3.2 6 3 0 - flag(time) - - 
M0855 1 76.1 72.6 90.6 1641 1641 1 1 4 0 flag(scrs) - - - 
M0877 1 0 0.7 0 451 451 1 1 72 0 - - flag(seq) - 
M0620 1 49.2 79.4 98.9 726 726 1 1 2 0 - - - - 
M1374 1 22.4 42.7 100 1064 1064 1 1 3 0 - - - - 
M0368 1 67.5 85.9 99.3 6611 6611 1 1 3 0 - - - - 
M1024 15 78.2 77.8 78.9 83.7 520.7 3.8 6 2 0 flag(scrs) flag(time) - - 
M0688 1 29 41.8 99.9 5084 5084 1 1 5 0 - - - - 
M0622 1 91.1 90.1 91.6 3517 3517 1 1 3 0 flag(scrs) - - - 
M0006 1 78 73.7 77.4 6555 6555 1 1 2 0 flag(scrs) - - - 
M0806 2 71.2 91.7 94.5 2664 3005 1 1 6 0 - - - - 
M0858 3 68.6 75.5 100 865.5 1764.5 1.7 2 4 0 - - - - 
M0371 3 77.2 79.6 86.7 539.5 933.3 1.7 2 6 0 - - - - 
M0845 2 67.9 71.9 68.4 218 280 1 1 3 0 - flag(time) - - 
M0920 1 66.3 73.4 73.6 5728 5728 1 1 3 0 - - - - 
M0054 1 61.1 69.7 72.5 746 746 1 1 2 0 - - - - 
M0988 4 48.2 47.8 81.6 749 1291.1 1.5 2 4 0 flag(scrs) - - - 
M1006 1 33.4 56 99.2 5076 5076 1 1 0 0 - - - - 
M1311 1 35.4 73.6 100 2560 2560 1 1 4 0 - - - - 
M1109 2 62.1 60.4 55.9 2595 3703 1 1 2 0 flag(scrs) - - - 
